target,time_bjd,raw_flux,flux_err,session_id,is_real_data
Qatar-1,2461270.939760324,1.0046963795575186,0.008457633213874856,session_01,True
Qatar-1,2461270.9418480787,1.0089543964835748,0.008478475932811888,session_01,True
Qatar-1,2461270.9439361575,1.0042274960486477,0.008475165103620369,session_01,True
Qatar-1,2461270.94602353,1.0096896708919652,0.008510274981013857,session_01,True
Qatar-1,2461270.948099271,1.0021287071459988,0.008476107245004047,session_01,True
Qatar-1,2461270.9501765044,1.0,0.008468416648873113,session_01,True
Qatar-1,2461270.9522641203,1.0022365123944608,0.008400864474266934,session_01,True
Qatar-1,2461270.954350139,0.9987652906781767,0.00844405578696244,session_01,True
Qatar-1,2461270.956426551,0.9941155464667953,0.008497234340784534,session_01,True
Qatar-1,2461270.9585144445,0.9990871257938165,0.008459892074048158,session_01,True
Qatar-1,2461270.960602581,1.0390704708594434,0.008784878524131354,session_01,True
Qatar-1,2461270.9626802313,1.0818714209654074,0.009202288355287936,session_01,True
Qatar-1,2461270.9647803586,1.0871034956950354,0.009184166562654963,session_01,True
Qatar-1,2461270.966845428,0.9694022112178892,0.008305108308732299,session_01,True
Qatar-1,2461270.9689444443,0.9756668495095929,0.008329842695744655,session_01,True
Qatar-1,2461270.9710215856,0.9962639193579648,0.008446110182835045,session_01,True
Qatar-1,2461270.973099016,0.9836401265701893,0.008406372032949304,session_01,True
Qatar-1,2461270.9751760415,0.9662060749887441,0.008330039456249348,session_01,True
Qatar-1,2461270.9772620485,0.9811521873480209,0.008432958534019678,session_01,True
Qatar-1,2461270.9793509026,0.982144904293704,0.008479037994198186,session_01,True
Qatar-1,2461270.9814265626,0.97907566199038,0.008513366754650345,session_01,True
Qatar-1,2461270.9835146526,1.0146528385176306,0.008670526895969831,session_01,True
Qatar-1,2461270.98560331,0.9930594287611747,0.008628704980986657,session_01,True
Qatar-1,2461270.9876794443,0.9895589599682663,0.008553886735467532,session_01,True
Qatar-1,2461270.989778935,0.2516713575728288,0.002209947998081253,session_01,True
Qatar-1,2461270.991842454,0.24669671219592895,0.0021671771783123117,session_01,True
Qatar-1,2461270.9939306597,0.2530852847554249,0.002212219212232122,session_01,True
Qatar-1,2461270.996018426,0.1823467358994399,0.001571910912851785,session_01,True
